HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,common_name,female_maturity_days,male_maturity_days,gestation_days,weaning_days,litter_size,litters_per_year,interbirth_interval,birth_weight_g,weaning_weight_g,adult_weight_g,growth_rate,max_longevity_yrs,source,specimen_origin,sample_size,data_quality,imr,mrdt,metabolic_rate_w,body_mass_g,temperature_k,references,log10_longevity,log10_adult_weight
2285,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,2008.0,2008.0,350.0,,1.0,,,6600.0,,50000.0,,,,unknown,small,low,,,,,,"434,443,455,671",,4.698970004336019
2286,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,Hector's dolphin,2829.0,2829.0,335.0,,1.0,0.42,,,,56000.0,,,,unknown,small,low,,,,,,"434,443,455,1308",,4.748188027006201
2287,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,delphis,Short-beaked saddleback dolphin,1754.0,1583.0,301.0,345.0,1.0,0.4,548.0,7000.0,40000.0,80000.0,,25.0,1403,wild,medium,acceptable,,,,,,"434,443,455,610,671,680,1403",1.3979400086720377,4.903089986991944
2288,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,3470.0,5332.0,452.0,730.0,1.0,0.2,1095.0,60000.0,,2200000.0,,63.0,1,wild,medium,acceptable,0.017,20.0,,,,"1,434,443,446,455,538,610,784,963,1143,1370",1.7993405494535817,6.342422680822207
2289,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,2470.0,4380.0,450.0,812.0,1.0,0.2,,109667.0,,1060000.0,,60.0,671,captivity,tiny,acceptable,0.015,10.0,,,,"434,443,455,538,610,671,680,784,1143",1.7781512503836436,6.02530586526477
2290,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,3652.0,3652.0,365.0,,1.0,,,,,425000.0,,42.5,671,captivity,tiny,acceptable,,,,,,"434,455,671,1308",1.6283889300503116,5.628388930050312
2291,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenodelphis,hosei,Fraser's dolphin,2646.0,,335.0,,1.0,,,,,164000.0,,,,unknown,small,low,,,,,,"434,455,538,610,615",,5.214843848047698
2292,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,2231.0,,316.0,548.0,1.25,0.4,,24000.0,,208000.0,,27.0,1,wild,medium,acceptable,,,,,,"1,434,455,538,680",1.4313637641589874,5.318063334962762
2293,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,3832.0,,320.0,,1.0,,,14000.0,,103000.0,,46.0,671,captivity,small,acceptable,,,,,,"434,455,538,671",1.662757831681574,5.012837224705172
2294,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,1826.0,1826.0,426.0,471.0,1.0,,,12300.0,45000.0,190000.0,,30.0,624,wild,medium,acceptable,,,,,,"434,443,455,624",1.4771212547196624,5.278753600952829
2295,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3780.0,4930.0,435.0,471.0,1.0,0.2,1096.0,180000.0,,3987500.0,,90.0,784,wild,medium,acceptable,,14.0,,,309.15,"434,443,455,538,573,610,671,784,914,963,1065,1092,1143,1150,1158,1159,1223,1268",1.954242509439325,6.600700696065237
2296,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,4290.0,2465.0,365.0,,1.0,,,,,206000.0,,47.0,1,wild,medium,acceptable,,,,,,"1,434,455",1.6720978579357175,5.313867220369153
2297,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,3468.0,6756.0,451.0,730.0,1.0,0.1,1096.0,,,748000.0,,62.5,671,captivity,small,acceptable,,,,,309.75,"434,443,455,538,671,680,1062",1.7958800173440752,5.873901597864461
2298,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sotalia,fluviatilis,"Tucuxi, or River dolphin",2192.0,2192.0,325.0,,1.0,,,,,46666.7,,,,unknown,small,low,,,,,,"434,455,671,1308",,4.669007091168809
2299,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sousa,chinensis,Indo-Pacific humpbacked dolphin,3470.0,4566.0,365.0,150.0,1.0,,,,,280000.0,,,,unknown,small,low,,,,,,"455,671,730,978,1237,1308",,5.447158031342219
2300,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983.0,3956.0,345.0,543.0,1.0,0.3,1123.0,10000.0,,112500.0,,46.0,1,wild,medium,acceptable,,,,,,"1,434,455,538,610,680",1.662757831681574,5.051152522447381
2301,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834.0,3025.0,350.0,,1.5,0.3,1253.0,10000.0,,112500.0,,57.5,500,wild,medium,acceptable,,,,,,"325,434,455,500,610,680,1391",1.7596678446896306,5.051152522447381
2302,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,3650.0,2739.0,,,,,,,,114000.0,,32.0,1,wild,medium,acceptable,,,,,,"1,434,1308",1.505149978319906,5.056904851336473
2303,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,aduncus,Indo-pacific bottlenose dolphin,,,365.0,,,,1095.0,9829.0,,,,,,unknown,medium,low,,,,,,"978,1465",,
2304,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831.0,3689.0,365.0,,1.0,0.5,858.0,19350.0,,200000.0,,51.6,671,captivity,medium,acceptable,,,,,,"434,455,538,610,671,680,948,1136,1243,1356",1.7126497016272113,5.301029995663981
2305,Animalia,Chordata,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922.0,2922.0,395.0,180.0,1.0,0.5,730.0,500000.0,,28500000.0,,77.0,573,wild,medium,acceptable,,,,,,"434,455,573,1136",1.8864907251724818,7.45484486000851
2306,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,4383.0,2922.0,517.0,,1.0,0.3,,,,11380000.0,,84.0,,wild,medium,acceptable,,,,,,"434,443,538,680,978",1.9242792860618816,7.056142262059052
2307,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,3652.0,3287.0,365.0,365.0,1.0,1.0,365.0,,,6500000.0,,37.0,1,wild,medium,acceptable,,,,,,"1,434,455",1.568201724066995,6.812913356642856
2308,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,densirostris,Blainville's beaked whale,3287.0,3287.0,,,,,,,,1088000.0,,,,unknown,small,low,,,,,,"434,441,1308",,6.036628895362161
2309,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,,,,,,,,,,5600000.0,,48.0,443,wild,medium,acceptable,,,,,,"443,730",1.6812412373755872,6.748188027006201
2310,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,,,365.0,,1.0,,,,,2701000.0,,62.0,443,wild,medium,acceptable,,,,,,"434,443,455",1.792391689498254,6.431524584187451
2311,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,geoffrensis,"Amazon river dolphin, or Amazon dolphin",1826.0,1826.0,287.0,,1.0,,,6800.0,,84000.0,,31.3,671,captivity,tiny,acceptable,,,,,,"1,434,443,455,671,1308",1.4955443375464486,4.924279286061882
2312,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,,,335.0,,1.0,1.0,,82000.0,,424600.0,,17.0,573,wild,medium,acceptable,,,,,,"434,455,573",1.2304489213782739,5.62797998982998
2313,Animalia,Chordata,Mammalia,Cetacea,Lipotidae,Lipotes,vexillifer,"Yangzte river dolphin, or Baiji",2920.0,,319.0,,1.0,0.5,730.0,,,83500.0,,24.0,671,captivity,small,questionable,,,,,,"434,443,455,671,978",1.380211241711606,4.921686475483602
2314,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1644.0,2283.0,416.0,,1.0,0.3,1004.0,66000.0,,1430000.0,,40.0,671,captivity,medium,acceptable,,,,,308.95,"434,455,538,573,671,680,1065,1370",1.6020599913279623,6.155336037465061
2315,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,2191.0,2922.0,450.0,,1.0,0.3,914.0,80000.0,,1250000.0,,50.0,561,wild,medium,acceptable,,,,,,"434,455,538,561,1370",1.6989700043360187,6.096910013008056
2316,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190.0,1460.0,320.0,320.0,1.0,0.5,730.0,7000.0,24500.0,32500.0,,33.0,671,captivity,small,acceptable,,,,,,"434,443,455,562,671,680,978",1.5185139398778875,4.511883360978874
2317,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055.0,1461.0,320.0,243.0,1.0,1.0,365.0,7000.0,,52500.0,0.0088,20.4,671,captivity,small,acceptable,,,107.675,28500.0,,"339,433,434,455,671,731,1143",1.3096301674258988,4.720159303405957
2318,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,1826.0,2375.0,347.0,302.0,1.0,0.7,1096.0,,,120000.0,,22.0,1,wild,medium,acceptable,,,,,,"1,434,455,538,561,610,680",1.3424226808222062,5.079181246047625
2319,Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,2922.0,3650.0,502.0,560.0,1.0,0.2,1259.0,1000000.0,,28500000.0,,77.0,1,wild,medium,acceptable,,,,,,"1,434,447,455,538,610,680,817,963,978",1.8864907251724818,7.45484486000851
2320,Animalia,Chordata,Mammalia,Cetacea,Platanistidae,Platanista,gangetica,Ganges dolphin,3652.0,3652.0,345.0,365.0,1.0,,,,,70000.0,,,,unknown,small,low,,,,,,"434,443,542,610,680",,4.845098040014257
2321,Animalia,Chordata,Mammalia,Cetacea,Pontoporiidae,Pontoporia,blainvillei,Franciscana,912.0,912.0,319.0,319.0,1.0,0.5,730.0,7900.0,,40500.0,,,,unknown,small,low,,,,,,"434,443,455",,4.607455023214668
2323,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,365.0,,,60.0,1.0,1.0,,3.49,6.8,7.9,,6.0,424,wild,medium,acceptable,,,0.081,7.8,308.65,"36,420,424,455,978,1199",0.7781512503836436,0.8976270912904415
2324,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,georgianus,Sharp-nosed tomb bat,278.0,609.0,99.0,,1.0,1.0,,4.22,,24.43,,4.0,1305,wild,medium,questionable,,,,,,"978,1305,1308",0.6020599913279624,1.3879234669734368
2325,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,hilli,Hill's tomb bat,,,,,,,,,,21.99,,8.8,1305,wild,small,acceptable,,,,,,"1305,1308",0.9444826721501687,1.3422252293607904
2326,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,563.0,563.0,158.0,,1.0,1.0,,2.34,,7.0,,13.0,424,wild,medium,acceptable,,,,,,"424,434,971,978",1.1139433523068367,0.8450980400142568
2327,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Macroderma,gigas,Australian false vampire bat,365.0,365.0,91.0,,1.0,1.0,,21.6,,150.0,,22.6,671,captivity,small,acceptable,,,0.639,126.0,310.15,"36,420,455,671,971,978,1308",1.354108439147401,2.1760912590556813
2328,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,540.0,450.0,150.0,,1.0,1.0,,7.5,,38.6,,14.0,424,wild,medium,acceptable,,,,,,"424,455,971",1.146128035678238,1.586587304671755
2329,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,australis,Little long-fingered bat,527.0,639.0,180.0,,1.0,1.0,,,,7.4,,,,unknown,small,low,,,,,,"978,1305,1308",,0.8692317197309762
2330,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,577.0,730.0,100.0,,1.0,1.0,365.0,2.8,,13.0,0.0462,22.0,424,wild,medium,acceptable,,,0.145,10.9,310.85,"36,420,424,434,455,731,971,1349",1.3424226808222062,1.1139433523068367
2331,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus,molossus,Pallas's mastiff bat,103.0,,108.0,,1.0,2.0,,3.49,,14.0,,5.6,1283,wild,tiny,acceptable,,,,,,"978,1283,1308",0.7481880270062004,1.146128035678238
2332,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Mormopterus,planiceps,Southern free-tailed bat,377.0,,120.0,,1.0,1.0,,2.06,,8.8,,,,unknown,small,low,,,,,,"455,671,730,978,1308",,0.9444826721501687
2333,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,273.0,547.0,78.0,,1.0,1.0,365.0,2.8,,12.5,0.112,12.0,671,captivity,tiny,acceptable,,,0.117,13.3,309.15,"36,420,424,434,455,477,478,480,671,730,731,906,971,1136",1.0791812460476249,1.0969100130080565
2334,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,European free-tailed bat,365.0,,46.0,,1.0,,,,,35.0,,13.0,424,wild,medium,acceptable,,,,,308.25,"424,455,1019,1308",1.1139433523068367,1.5440680443502757
2335,Animalia,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina,tuberculata,New Zealand lesser short-tailed bat,,,,,1.0,1.0,,3.2,,23.5,,7.6,671,captivity,small,acceptable,,,,,,"434,455,671,971",0.8808135922807914,1.3710678622717363
2336,Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,Greater bulldog bat,365.0,365.0,35.0,,1.0,1.0,,,,50.0,,11.8,671,captivity,medium,acceptable,,,0.4,61.0,306.95,"36,420,424,434,455,671,971,978,1308",1.0718820073061255,1.6989700043360187
2337,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Geoffroy's tailless bat,,,120.0,,1.0,1.0,,5.1,,15.2,,10.0,671,captivity,small,acceptable,,,,,,"434,455,671,971",1.0,1.1818435879447726
2338,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,289.0,289.0,76.0,,1.0,2.0,,5.9,,42.2,,19.2,671,captivity,large,acceptable,,,0.359,46.1,309.55,"36,420,424,455,671,730,971",1.2833012287035497,1.6253124509616739
2339,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Great fruit-eating bat,288.0,365.0,106.0,,1.0,2.0,220.0,10.5,,65.0,,,,unknown,tiny,low,,,0.602,70.1,310.45,"36,420,434,455,671,971,978,1308",,1.8129133566428555
2340,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,258.0,258.0,95.0,,1.0,2.0,159.0,5.0,,15.0,0.0347,17.0,671,captivity,large,high,,,0.24,14.9,309.55,"36,420,424,434,455,671,731,971,1341",1.2304489213782739,1.1760912590556813
2341,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire bat,285.0,285.0,189.0,274.0,1.0,2.0,289.0,8.0,,33.2,0.0294,29.2,671,captivity,medium,acceptable,,,0.194,29.4,308.15,"36,420,424,434,455,671,730,731,971,1093",1.4653828514484182,1.5211380837040362
2342,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Hairy-legged vampire bat,,,213.0,,1.0,,,4.8,,28.0,,8.0,0974,wild,medium,acceptable,,,,,,"974,978,1308",0.9030899869919435,1.4471580313422192
2343,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,,,106.0,61.0,1.0,2.0,,,,10.0,,11.0,671,captivity,large,acceptable,,,0.164,9.6,308.65,"36,420,424,434,455,671,730,971",1.0413926851582251,1.0
2344,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Southern long-nosed bat,,,122.0,,1.0,1.0,,,,25.0,,10.1,0974,wild,medium,acceptable,,,,,,"974,978",1.0043213737826426,1.3979400086720377
2345,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,120.0,365.0,270.0,,1.0,,,2.52,,11.6,,17.0,671,captivity,small,acceptable,,,0.082,11.7,308.15,"36,420,424,455,671,730,978,1308",1.2304489213782739,1.0644579892269184
2346,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,91.0,,244.0,,1.0,,,0.59,,16.0,,10.4,513,wild,medium,acceptable,,,,,,"513,978,1308",1.0170333392987803,1.2041199826559248
2347,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Pale spear-nosed bat,,,105.0,,1.0,,,7.0,,43.4,,9.0,424,wild,medium,acceptable,,,0.267,33.5,307.75,"36,420,424,455",0.9542425094393249,1.6374897295125106
2348,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Greater spear-nosed bat,730.0,730.0,120.0,,1.0,1.0,,15.9,,81.0,,18.0,424,wild,medium,acceptable,,,0.559,84.2,307.85,"36,420,424,455,971,978,1409",1.255272505103306,1.9084850188786497
2349,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,White-lined broad-nosed bat,,,106.0,,1.0,2.0,,8.3,,22.0,,13.0,671,captivity,small,acceptable,,,0.25,21.9,309.55,"36,420,434,455,671,971,978",1.1139433523068367,1.3424226808222062
2350,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Little yellow-shouldered bat,289.0,289.0,105.0,,1.0,2.0,,5.2,,20.0,,12.0,671,captivity,small,acceptable,,,0.237,21.4,309.55,"36,420,434,455,671,971,978,1308",1.0791812460476249,1.3010299956639813
2351,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,213.0,213.0,112.0,,1.0,2.0,,6.2,,45.0,,10.1,671,captivity,medium,acceptable,,,0.262,37.2,309.65,"36,420,434,455,671,971,978",1.0043213737826426,1.6532125137753437
2352,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,150.0,525.0,120.0,42.0,1.2,2.0,,11.0,25.0,75.0,,10.0,671,captivity,small,acceptable,,,,,,"434,455,671",1.0,1.8750612633917
2353,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,715.0,,150.0,180.0,1.0,1.0,,55.0,,430.0,,12.3,671,captivity,small,acceptable,,,1.411,312.4,309.95,"36,420,434,455,671,971,1308",1.089905111439398,2.6334684555795866
2354,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,Straw-colored fruit bat,,,275.0,65.0,1.0,1.0,365.0,50.0,135.0,306.25,,21.8,671,captivity,large,acceptable,,,,,307.65,"424,434,455,671,971,1059,1119",1.3384564936046048,2.486076097372589
2355,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Gambian epauletted fruit bat,,,150.0,,1.0,1.5,,10.0,,80.0,,7.8,671,captivity,small,acceptable,,,,,,"434,455,671,978",0.8920946026904804,1.9030899869919435
2356,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,244.0,,165.0,,1.0,2.0,,,,80.0,,10.1,671,captivity,tiny,acceptable,,,,,,"434,455,671,971,1308",1.0043213737826426,1.9030899869919435
2357,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris,fischeri,Philippine pygmy fruit bat,120.0,315.0,90.0,70.0,1.0,1.0,,2.74,,18.0,,10.0,434,unknown,medium,acceptable,,,,,,"434,455,971,978",1.0,1.255272505103306
2358,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hammer-headed fruit bat,180.0,420.0,120.0,,1.3,2.0,,40.0,,330.0,,,,unknown,small,low,,,,,,"434,455,542,671,971",,2.5185139398778875
2359,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,alecto,Black flying fox,,,,,1.2,1.0,,,,672.1,,20.3,1305,wild,small,acceptable,,,,,,"455,671,730,971,1305",1.307496037913213,2.8274338954007794
2360,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,conspicillatus,Spectacled flying fox,755.0,,180.0,,1.0,,,,,775.7,,,,unknown,small,low,,,,,,"455,671,730,1308",,2.889693791444185
2361,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,dasymallus,Ryukyu flying fox,,,,,1.0,,,,,435.0,,24.0,671,captivity,small,acceptable,,,,,,"671,730,971",1.380211241711606,2.6384892569546374
2362,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Indian flying fox,365.0,365.0,145.0,120.0,1.0,1.0,365.0,45.0,,1175.0,,44.0,"Melody Brooks, pers. comm.",captivity,large,high,,,1.622,562.2,309.85,"36,420,424,434,455,971",1.6434526764861874,3.070037866607755
2363,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,Variable flying fox,378.0,365.0,156.0,,1.0,1.0,,,,450.0,,20.3,671,captivity,medium,acceptable,,,1.618,520.8,308.85,"36,420,434,671,971,1308",1.307496037913213,2.6532125137753435
2364,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,livingstonii,Comoro black flying fox,,,152.0,,1.0,,,137.0,,696.5,,15.0,671,captivity,medium,acceptable,,,,,,"671,730,978",1.1760912590556813,2.8429211207599825
2365,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,lylei,Lyle's flying fox,,,,,,,,,,316.7,,20.4,671,captivity,medium,acceptable,,,,,,"671,730",1.3096301674258988,2.500648063371912
2366,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,niger,Greater mascarene flying fox,,,,,1.0,,,,,456.3,,19.4,671,captivity,small,acceptable,,,,,,"671,730,971",1.287801729930226,2.659250468772661
2367,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,Gray-headed flying fox,540.0,540.0,190.0,,1.0,1.0,,80.0,,675.0,,23.6,671,captivity,medium,acceptable,,,1.768,598.0,309.65,"36,420,455,671,971",1.3729120029701065,2.829303772831025
2368,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,pselaphon,Bonin flying fox,,,,,1.0,,,,,321.49,,16.7,671,captivity,small,acceptable,,,,,,"671,971,1308",1.2227164711475833,2.507167468668134
2369,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,pumilus,Little golden-mantled flying fox,,,,,,2.0,,,,200.0,,17.2,671,captivity,medium,acceptable,,,0.705,194.2,309.25,"36,420,671,971",1.235528446907549,2.3010299956639813
2370,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,rodricensis,Rodriguez flying fox,755.0,,198.0,,1.0,1.0,,45.0,,350.0,,28.0,671,captivity,large,acceptable,,,0.753,254.5,309.65,"36,420,424,455,671,971,1308",1.4471580313422192,2.5440680443502757
2371,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,scapulatus,Little red flying fox,540.0,540.0,,,1.0,1.0,,,,300.0,,15.8,671,captivity,small,acceptable,,,1.353,362.0,310.15,"36,420,455,671,971",1.1986570869544226,2.4771212547196626
2372,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,vampyrus,Large flying fox,,,,,1.0,1.0,,,,872.0,,20.9,671,captivity,medium,acceptable,,,4.486,1024.3,310.05,"36,420,434,455,671,971",1.320146286111054,2.940516484932567
2373,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,voeltzkowi,Pemba flying fox,,,152.0,,1.0,1.0,,,,527.5,,,,unknown,tiny,low,,,,,,"671,730,971,978",,2.72222246396973
2374,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian rousette,365.0,365.0,116.0,122.0,1.0,2.0,,21.06,73.8,125.0,0.0149,22.9,424,wild,large,acceptable,,,0.684,146.0,307.95,"36,420,424,434,455,731,971",1.359835482339888,2.0969100130080562
2375,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,lanosus,Long-haired rousette,,,,,,2.0,,,,103.0,,18.7,671,captivity,medium,acceptable,,,,,,"671,730,971",1.271841606536499,2.012837224705172
2376,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's rousette,150.0,455.0,115.0,,1.0,2.0,,12.0,,108.25,,14.0,671,captivity,medium,acceptable,,,,,,"424,434,455,671,971",1.146128035678238,2.034427905025403
2377,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Mediterranean horseshoe bat,821.0,821.0,90.0,,1.0,1.0,,3.89,,8.2,,13.0,970,unknown,medium,questionable,,,,,,"970,971,978",1.1139433523068367,0.9138138523837167
